size,q_shared_skills,hamming_avg,workcount_range,skill_q_range,skill_variation,control
6,0,3.6666666666666665,7,4,0.5,False
4,0,16.333333333333332,6,4,0.8181818181818182,False
4,0,16.333333333333332,6,4,0.8181818181818182,False
4,0,13.333333333333334,7,4,0.6875,False
4,0,13.333333333333334,7,4,0.6875,False
4,0,19.5,13,3,0.6363636363636364,False
4,0,19.5,13,3,0.6363636363636364,False
6,0,5.0,7,4,0.6111111111111112,False
6,0,5.0,7,4,0.6111111111111112,False
3,0,2.6666666666666665,0,2,0.8,False
3,0,2.6666666666666665,0,2,0.8,False
4,0,17.0,6,3,0.8461538461538461,False
4,0,15.666666666666666,6,3,0.7333333333333333,False
4,0,17.0,6,3,0.8461538461538461,False
4,0,15.666666666666666,6,3,0.7333333333333333,False
3,0,2.6666666666666665,0,3,0.6666666666666666,False
3,0,2.6666666666666665,0,3,0.6666666666666666,False
4,0,9.166666666666666,13,3,0.6428571428571429,False
4,0,9.166666666666666,13,3,0.6428571428571429,False
5,1,5.6,7,4,0.5882352941176471,False
5,1,5.6,7,4,0.5882352941176471,False
4,0,15.5,13,4,0.8333333333333334,False
4,0,15.5,13,4,0.8333333333333334,False
6,0,5.133333333333334,7,4,0.6111111111111112,False
4,0,11.0,13,3,0.8571428571428571,False
4,0,11.0,13,3,0.8571428571428571,False
4,0,20.0,6,4,0.7272727272727273,False
4,0,20.0,6,4,0.7272727272727273,False
4,0,13.166666666666666,13,1,0.6842105263157895,False
4,0,13.166666666666666,13,1,0.6842105263157895,False
4,0,11.333333333333334,13,3,0.6428571428571429,False
4,0,11.333333333333334,13,3,0.6428571428571429,False
4,0,14.5,13,4,0.8125,False
4,0,14.5,13,4,0.8125,False
4,1,19.5,13,4,0.7857142857142857,False
4,1,17.666666666666668,6,4,0.7857142857142857,False
4,0,14.333333333333334,6,4,0.7692307692307693,False
4,1,19.5,13,4,0.7857142857142857,False
4,1,17.666666666666668,6,4,0.7857142857142857,False
4,0,14.333333333333334,6,4,0.7692307692307693,False
7,0,4.380952380952381,7,4,0.4782608695652174,False
7,0,4.380952380952381,7,4,0.4782608695652174,False
4,0,5.833333333333333,7,1,0.7222222222222222,False
4,0,5.833333333333333,7,1,0.7222222222222222,False
4,0,14.0,7,1,0.5263157894736842,False
4,0,14.0,7,1,0.5263157894736842,False
4,0,3.0,0,4,0.9,False
4,0,3.0,0,4,0.9,False
4,0,14.833333333333334,13,2,0.6470588235294118,False
4,0,14.833333333333334,13,2,0.6470588235294118,False
4,0,10.0,13,4,0.8125,False
4,0,10.0,13,4,0.8125,False
4,0,16.333333333333332,6,4,0.7692307692307693,False
4,0,16.333333333333332,6,4,0.7692307692307693,False
6,1,4.733333333333333,7,4,0.45454545454545453,False
6,1,4.733333333333333,7,4,0.45454545454545453,False
4,0,9.833333333333334,13,2,0.7272727272727273,False
4,0,9.833333333333334,13,2,0.7272727272727273,False
4,0,14.5,13,2,0.8125,False
4,0,14.5,13,2,0.8125,False
4,0,12.333333333333334,6,1,0.6666666666666666,False
4,0,12.333333333333334,6,1,0.6666666666666666,False
